id	filename	md5	size	state
2ef8804b-27ac-48d5-9d9b-5c79a6e460a7	TCGA-OR-A5LI-01A-01-TSA.11105513-32C6-4F83-AC7F-473F4C7510F1.svs	ef42894079906a7a89198f655b44bbf3	179313809	released
d4420791-c4f1-4ac0-831f-0dd687806775	TCGA-OR-A5K0-01A-01-TS1.77B6B253-BF48-43F0-A32D-2C72B88122BB.svs	9c33b6de602bbb1707bd6ef5b28e6d47	237199513	released
eea07147-f677-419c-b351-98be585f1685	TCGA-OR-A5L6-01A-01-TS1.363A865D-A83A-4BD8-BC5F-BCAF5DEAE95B.svs	f88cddd3245e2149792d5cb15ae33c80	146336271	released
7ddf2fcc-423b-46d3-97ea-adc25ac48097	TCGA-OR-A5KU-01A-01-TS1.61B510DD-CC21-40D7-B7E6-216CA7767D4D.svs	7b8ffbdb70d82ead173ee2fd9ea06b74	148974117	released
74e70941-ea88-4ae1-90fc-476145169948	TCGA-OR-A5KQ-01A-01-TSA.59DBB8EA-9EC3-4166-A8D1-4241BC53A30F.svs	f9c02eb36e9dc128ea0237d34d0b938e	200454589	released
9514f887-c3b5-42e3-9eca-36decc11f69a	TCGA-OR-A5JC-01A-01-TS1.85B4F618-A99C-4FAE-AC43-45C593573146.svs	3a02dcc1a0a388ea456775ddcbe9e6cb	139051149	released
46e40ada-eb18-43f2-b439-3f5037a60514	TCGA-OR-A5JZ-01A-01-TS1.8C531DC5-AE86-46E6-97FA-BF82BCB874CE.svs	ae08eb5b30eaad411bf3ebec9f750842	200196709	released
6a36072c-4882-4b3e-a818-3f24ca9cc2cf	TCGA-OR-A5JK-01A-01-TS1.B4058DB1-3128-4392-98F2-BF17E395C312.svs	e16a5c7ed11cd05a4514bcef71eaa698	362074831	released
d3ea7f32-7411-4821-8535-23ada264881b	TCGA-OR-A5JT-01A-01-TS1.19747272-81C0-4451-86A6-C0C4B4D4D56C.svs	2e4e3562cb52cd5308abed3637c96dc3	288563849	released
33a63097-e10e-44f0-8698-c9f257d7ec65	TCGA-OR-A5KZ-01A-01-TSA.F23007D2-8991-4788-8F34-2DF56FD62DC7.svs	858c9f6fef9dad6fea1da2e391022d1d	126440205	released
b4d2d2c5-52ac-4336-b37a-85359b2ff227	TCGA-OR-A5JG-01A-01-TS1.6D8C9756-F183-4055-9A3D-8B4F860743CC.svs	7d0cea361ee609319d901b9a3e24863b	160467435	released
f144726f-8f31-41af-908c-62aa4a56bc04	TCGA-OR-A5JJ-01A-01-TS1.6ED1CED7-C51F-4A0E-AA37-8052E1CD3C7A.svs	144e5d32c5c6dc5dd653ca56321879bb	278535503	released
b2b13baa-11b6-4acf-8624-160b37e35c71	TCGA-OR-A5JM-01A-01-TSA.5BAF7C4F-A981-469D-9D1D-44D936D8538D.svs	65eb98f0d8e598398b90a7c1ec467144	290705511	released
44921347-7828-4efe-9bf8-776ec89b3e99	TCGA-OR-A5JB-01A-01-TS1.B68B5BAF-B262-4DAA-9F47-A285B3C497AF.svs	1b12763fe2fb9c6188719f35219202f0	81180329	released
e154f7c2-ca1b-409f-ab05-159f5ac5693a	TCGA-OR-A5KT-01A-01-TS1.5A16C07D-29F3-405C-B7CA-D7C85340BFC2.svs	e9bfcdf47a68f4f6ca4848706757c422	373478413	released
77cd1fe8-dfc6-4d59-89e4-28788c3294bf	TCGA-OR-A5J3-01A-01-TS1.727015D1-11C7-4296-BECF-53E1440AB353.svs	014bbe3b4e644eab5539a3dcddcbc45e	285400433	released
