id	filename	md5	size	state
b7e0a8ef-3225-4883-9f3c-b4be81b95236	TCGA-06-0213-01A-01-TS1.98ce228f-2409-4aa1-8651-512c326eac8c.svs	777dc1cc254bfa32953a274e0b4171ed	39029327	released
1eb9a324-b9e9-4b59-805e-ec2369ed8e8e	TCGA-08-0390-01A-01-BS1.b4c54f6f-d48f-4ff9-808f-8fa34c9011e5.svs	3a82b032d030d71f6ac0c2a29fe42b6a	108731041	released
1b5a5b59-fd04-4246-98a8-afd79d501aff	TCGA-12-0822-01A-01-TS1.016c757f-60e4-4193-a634-1b3b184dcf11.svs	94bcc95b07016c7deb72246cb57201de	228913327	released
59a804d2-95fc-464f-81b5-cb017737fb65	TCGA-16-1062-01A-01-BS1.a4bface5-0fcf-43b7-abec-20d7c9db8ea6.svs	a454d38db2a206b604e8a0d4c0804712	83417069	released
24faf994-0bf9-49e8-a52e-4c99e7fa8d2f	TCGA-16-1060-01A-01-BS1.1697962a-8602-4a37-9543-967bdf27cbc5.svs	b9116707bff690bde54930e0a1b52220	65052493	released
329e51c8-5f49-404c-b575-0fe7c5ebbf2c	TCGA-28-5209-01A-01-BS1.aa89db36-1d97-4919-8b1f-eb436da85379.svs	a6179219e8ab3b0bcaf9afe784ef3de2	67781123	released
048c0d4b-f535-41c0-8ee5-6b7a3b7a0625	TCGA-76-6286-01A-01-TS1.68048529-8f03-4641-a821-3fa49c22a5fd.svs	92e55bd0c9c3bebe2cf5a307cc675fd6	50714809	released
1eb9800e-ad5e-4c45-97a5-5ad1aadcf693	TCGA-08-0525-01A-01-TS1.4ca56355-5f29-40ce-8006-da1f125f511c.svs	55ab7c285c025ff50e41a9e6198fd840	61922353	released
2eb2cc2a-cc3d-4add-92b6-696fa2606a0d	TCGA-12-0780-01A-01-BS1.e714dbc5-fb7a-4cda-9b5f-0f999e440126.svs	47f23bf09cda654ebed5f2a3b3e57bc2	221843057	released
6a4e6949-fc6d-483e-9cf4-7b149138cd2b	TCGA-06-0156-01A-01-TS1.bafe0641-4493-49b3-abe5-057fe10dd188.svs	75f704c9967cbff887b5bc1d74745045	124889019	released
504801e3-1fdc-4de2-a91f-73f8e9445b59	TCGA-06-0882-01A-01-BS1.4bbbebf4-f54f-494e-b95e-9e037421ce10.svs	df30cb47bdba4e28bde3304ba53b42bc	140144547	released
ec59eac9-593f-405c-a5f8-ed1153b8b8bd	TCGA-06-0882-01A-01-TS1.bad6b386-eac5-4f5d-ab1b-9a169fbed9a0.svs	10b22ef0c57cc959f64b05e0ecae4e15	93938967	released
0090f592-7ba6-41e1-b455-793d495e2598	TCGA-12-1600-01A-01-TS1.c835118e-575a-4009-8130-701ba69591c1.svs	6975f9268c42d4866269ceb69524a204	51053235	released
4a3c54da-6d25-4b57-b88a-3525fd43c4af	TCGA-06-0881-01A-02-BS2.71c26949-a8df-40fe-ae1a-daac032a4489.svs	59f431163384f29884636723f71114d0	500370955	released
28e7fbd2-9a0e-426e-a1e3-0c843514f5f0	TCGA-06-6701-01A-01-TS1.5c319fd3-cf98-4f4a-831d-32688e5a2c56.svs	aec0a29444be28918bb7294beeb2d465	127594303	released
21ae6a84-1feb-4931-91f8-e25f2c7b2c25	TCGA-08-0511-01A-01-BS1.817e57b6-1b58-47ab-b947-93a6c723d205.svs	66060321ddba9fd5619dad36f89e4957	111017875	released
1e5e4008-2aa8-46e4-99bf-aa9509ee0892	TCGA-19-1388-01A-01-TS1.901db188-7a47-4198-b9f0-ff23b2d6f8f3.svs	4da57a8ea70f38a7392ad853336515a9	43671407	released
512782ee-6ec4-4fd1-8dcd-9d2ed03a08fa	TCGA-12-0620-01A-01-BS1.6a5febde-d975-4d49-b6dd-7e92aa87b973.svs	c0e4b0729c6808b088ebe30708324d92	69032163	released
71749945-9034-4b87-91d7-3598cc085beb	TCGA-26-1438-01A-01-TS1.d2c534e2-5834-40bf-ac56-32c9dca983dc.svs	8c2fe142a3742fb0ac1573a0c115bafb	49233593	released
16433f46-27bc-4eb7-a14e-e4a9af354f57	TCGA-19-5954-01A-01-TS1.75c0dcda-06be-47e2-9607-7e834ca7042a.svs	b3172dbb4f2b2e10f21d524a94ec8c6b	80050837	released
