id	filename	md5	size	state
4bceaa88-a183-4d2f-98b1-8a4dd0e7fcf4	TCGA-CV-7095-01A-01-BS1.c289a082-643f-4114-8cdd-9224c7282c4d.svs	67ff8493f96d0550396c67670ec6bd45	47099897	released
4e34739c-76ea-4d25-ab10-6310e7385cba	TCGA-CV-7446-01A-01-TS1.b85538d1-229c-4434-9fe1-ea44ff83f125.svs	c62f38578492fa1cacaf8db67bcf975f	70697927	released
855ba6f8-e617-41b3-92d8-11982a2c44db	TCGA-DQ-7592-01A-01-TS1.0c58f237-768c-462e-bf7a-88979070f921.svs	673aee532b1859ed127c69424581cb79	303587539	released
8940c7ec-0966-4fa6-96ce-b8902cbbcd2a	TCGA-CV-6433-01A-01-BS1.8bf55120-74be-4723-8963-c53367ea1d74.svs	5793eaae6cdb8309219ebdb39fae0952	66626801	released
98079a9c-0301-40f9-85f1-a7abe48aa24c	TCGA-CN-4722-01A-01-BS1.ad520f89-f0df-458a-9e5d-e7f656050d5e.svs	d29d35b584378f9e8ff0c157f914151f	68895797	released
d667f669-17b9-4ae7-b34e-0ad688bfbd56	TCGA-CQ-5323-01A-01-BS1.e2e3d727-b43d-4875-83da-9fe24063d605.svs	ef9d445a6ead1fa0f35f2be1f1d84d14	48494541	released
613635e1-c182-4660-8e1f-2fab6284e2a7	TCGA-BB-4228-01A-01-BS1.a4a5c486-1b93-4b7a-9fb1-c1727f1f9388.svs	6d8ca308e8cd83b895fc709e7ffbdf20	80333271	released
f4f0e242-ac1f-43eb-9ff6-7d20d44d14b8	TCGA-CV-5432-01A-02-BS2.90bb55e6-a77f-432c-953f-8b8e7eaa6954.svs	8deef392c7c815ba9739ee3a50ecc3a7	56168941	released
8ee949f2-430e-4f26-8080-e3f892577bb3	TCGA-BB-4228-01A-01-TS1.2e45063d-8866-4fda-960b-c4e3ce370d4c.svs	eb1f61e41e9dc1cc74e18ddf2a0196f2	50117845	released
a827ca0c-1de9-404d-af14-119a72d110c0	TCGA-IQ-7631-01A-01-TS1.d86813c4-6e00-4366-a3ee-3fe05bbd3e3d.svs	eb653e978a7d55cdc0928668a1e6fe92	368860237	released
eb88180b-174b-444a-a9e8-099b86954492	TCGA-BA-A6DI-01A-01-TS1.4AF9CE66-1616-4E55-83CF-19169D572B12.svs	e5342443e228b8dad01cd8452e93bbb2	269610621	released
3918aa7c-f2b4-46d6-a406-1c4c9abe5f2f	TCGA-CN-5356-01A-01-BS1.7ea682dc-87fd-490c-b714-efcd8c05cd86.svs	51ddefa84b5330e89527ea3cc3042ade	84626909	released
